employee_name,user_id,O,C,E,A,N,mapped_id,night_logons,total_email_size,usb_count
Plato Ethan Valdez,PEV0323,47,34,40,22,29,SJW0184,0.0,0.0,0.0
Pearl Georgia Owen,PGO0433,44,40,19,46,35,FCM2190,0.0,0.0,357.0
Mallory Virginia Bender,MVB0515,38,14,33,31,28,ZAW3833,0.0,0.0,0.0
Timon Jacob Gay,TJG0582,42,50,18,15,29,IWG0058,0.0,0.0,464.0
Sasha Rina Huffman,SRH0155,34,14,37,45,28,CCT2165,0.0,0.0,499.0
Ian Jonas Morrow,IJM0444,36,35,39,35,26,VJM1336,0.0,0.0,0.0
Colt Ishmael Mccall,CIM0271,24,27,10,20,38,CCM0467,0.0,9871432.0,0.0
Cameron Shay Lester,CSL0949,36,20,18,25,28,ACH1405,0.0,0.0,0.0
Anthony Aidan Nixon,AAN0823,24,16,45,24,28,ABB0167,0.0,0.0,0.0
Jonathan Gary Terry,JGT0221,45,30,16,40,18,MBA2092,0.0,0.0,0.0
Adam Kendall Harrell,AKH0758,24,38,40,37,27,CCT2165,0.0,0.0,499.0
Harrison Samuel Gonzales,HSG0818,18,19,48,36,31,BXN0660,0.0,0.0,0.0
Mercedes Ina Landry,MIL0255,38,16,39,21,27,RAS0356,0.0,0.0,0.0
Jared Geoffrey Morin,JGM0934,30,22,41,22,31,SGP2174,0.0,0.0,0.0
Kermit Coby Oliver,KCO0122,30,32,26,38,33,ACR0748,0.0,0.0,0.0
Scott Gary Burks,SGB0140,50,45,40,16,24,GBM0603,0.0,138794883.0,0.0
Nichole Azalia Frye,NAF0326,33,15,25,20,30,GJT0386,0.0,88928278.0,0.0
Igor Ulric Yang,IUY0279,38,38,17,21,29,HBC0999,107.0,0.0,0.0
Eve Isadora Mckenzie,EIM0156,19,31,43,45,33,FKH0804,0.0,0.0,0.0
Alan Benjamin Holder,ABH0663,47,49,41,11,34,IKA2925,0.0,0.0,0.0
Eagan Zephania Talley,EZT0640,12,15,27,39,27,CRH3848,0.0,0.0,0.0
Beatrice Alexis Kidd,BAK0964,25,16,22,18,28,CJC1433,0.0,0.0,758.0
Jack Carlos Cannon,JCC0225,47,45,40,15,18,KJR3538,0.0,0.0,0.0
Erich Malik Wolf,EMW0105,35,40,17,41,34,KMB1379,0.0,0.0,0.0
Kasper Lance Huffman,KLH0596,30,10,35,12,29,NQO2712,0.0,0.0,3069.0
Shea Jane Franks,SJF0094,35,19,16,44,30,OHG3736,0.0,0.0,0.0
Charity Stacey Jennings,CSJ0340,45,24,19,38,25,NEB3445,0.0,0.0,0.0
Rae Melissa Wilson,RMW0542,17,21,20,13,41,IKP1047,640.0,0.0,643.0
Jorden Helen Pierce,JHP0583,37,25,40,42,37,KHW2052,0.0,0.0,0.0
Hollee Shannon Dudley,HSD0457,38,19,20,42,27,NBC0607,0.0,0.0,0.0
Yasir Wade Wilcox,YWW0660,39,35,37,10,36,CMW0783,0.0,30105173.0,0.0
Prescott Giacomo Conley,PGC0066,32,39,28,43,26,GCG0951,0.0,11081713.0,0.0
Medge Serina Obrien,MSO0222,32,12,39,46,28,SGS0268,0.0,91355351.0,0.0
Wang Dean Vasquez,WDV0573,48,36,13,31,33,NDK3436,20.0,0.0,0.0
Quail Rana Mclean,QRM0739,33,11,26,29,30,PMG2513,0.0,0.0,0.0
Alfreda Sierra Savage,ASS0517,36,35,47,44,32,ACM3964,0.0,0.0,0.0
Leonard Uriel Ramos,LUR0896,15,11,47,43,28,COM0321,0.0,150630451.0,0.0
Eve Shaeleigh Holman,ESH0283,44,30,35,18,31,OMM0944,0.0,10435537.0,0.0
Whoopi Britanney Camacho,WBC0192,47,36,39,39,27,EJS1338,0.0,0.0,357.0
Penelope Lysandra Hayes,PLH0715,42,37,19,37,29,IMS2191,0.0,0.0,0.0
Vivian Sarah Arnold,VSA0230,47,15,25,14,29,LOP1708,0.0,0.0,393.0
Kermit Jonas Gould,KJG0910,37,10,31,18,29,DRF3992,0.0,0.0,0.0
Deborah Barbara White,DBW0483,17,16,25,21,37,BHC2344,0.0,0.0,0.0
Kyla Blythe Carter,KBC0054,42,43,17,41,32,QIS2940,0.0,0.0,132.0
Cathleen Samantha Craig,CSC0217,40,15,30,38,28,CSH0626,0.0,160096403.0,0.0
Burke Rooney Stafford,BRS0734,32,39,47,10,30,EJP2315,0.0,0.0,0.0
Keane Nicholas Blevins,KNB0022,22,38,45,16,30,LJT0817,0.0,90972269.0,0.0
Paula Isabelle Santiago,PIS0522,44,26,48,40,35,CGM2036,0.0,0.0,388.0
Aretha Dorothy Deleon,ADD0846,18,19,25,12,35,ARA0252,0.0,89047962.0,0.0
Martin Armand Douglas,MAD0496,34,30,40,42,24,HXL0968,0.0,6432915.0,0.0
Nicholas Kato Pennington,NKP0236,45,41,19,40,31,JGR3914,0.0,0.0,132.0
Valentine Lucian Benjamin,VLB0647,48,40,42,47,24,COD2351,0.0,0.0,0.0
Dai Keely Bullock,DKB0631,34,18,14,46,31,SJD3032,0.0,0.0,0.0
Kylie Elizabeth Santos,KES0729,20,10,24,45,31,JIM0095,0.0,111280131.0,0.0
Isadora Buffy Brewer,IBB0696,47,13,36,16,33,AIP0982,0.0,99355047.0,0.0
Bethany Lydia Lyons,BLL0929,44,49,10,41,39,ZCE3578,71.0,0.0,0.0
Allegra Bree Coffey,ABC0174,15,41,34,13,32,SGM2153,0.0,0.0,0.0
Hector Abraham Hayes,HAH0248,33,43,22,18,29,KDS0349,0.0,141675008.0,0.0
Nyssa Britanney Carver,NBC0412,14,25,18,18,31,TCB0061,0.0,0.0,0.0
Cade Rajah Patterson,CRP0456,37,41,28,43,30,DOC1734,0.0,0.0,0.0
Josephine Indira Garza,JIG0128,25,45,35,18,27,PLH1807,34.0,0.0,131.0
Ivor Jelani Robbins,IJR0825,38,42,39,46,32,MAL2345,0.0,0.0,135.0
Xander Walter Doyle,XWD0923,16,38,45,20,31,HGR0198,0.0,0.0,0.0
Leslie Denise Dillon,LDD0560,25,43,39,26,35,BEH2307,0.0,0.0,0.0
Elaine Sonya Hughes,ESH0135,35,22,32,44,28,ARS3506,0.0,0.0,0.0
Risa Hillary Obrien,RHO0732,20,10,21,19,34,BPN3051,946.0,0.0,966.0
Dennis Gray Wilson,DGW0752,40,46,20,40,14,PDH0716,0.0,9904798.0,0.0
Hillary Piper Riddle,HPR0585,34,46,15,46,35,ZCR0558,61.0,0.0,129.0
Teagan Briar Townsend,TBT0461,43,42,13,30,28,ABR0397,0.0,0.0,127.0
Sonia Anne Kirkland,SAK0375,16,20,27,16,31,OBH3008,0.0,0.0,0.0
Blaze Jakeem Hahn,BJH0811,48,39,44,14,40,WBM1045,940.0,0.0,0.0
Thomas Vladimir Stokes,TVS0006,43,43,37,20,41,VLM3572,0.0,0.0,0.0
Frances Alisa Wiggins,FAW0032,43,24,17,37,37,DZG0889,38.0,0.0,0.0
Wanda Samantha Rogers,WSR0241,35,27,15,25,29,GNT0221,0.0,0.0,3430.0
Lilah Renee Wagner,LRW0970,10,26,39,22,28,TDG0962,0.0,9941398.0,0.0
Zachary Myles Cardenas,ZMC0284,42,33,41,30,31,BKF0427,0.0,0.0,735.0
Samantha Audrey Curtis,SAC0687,20,49,37,19,22,JJM0203,0.0,55947307.0,0.0
Cathleen Kelsey Burke,CKB0427,38,38,36,43,37,ECL0930,0.0,91194073.0,0.0
Blaze Trevor Stone,BTS0011,25,42,16,25,29,TZY3133,0.0,0.0,235.0
Ingrid Irene Atkins,IIA0092,39,30,42,14,27,AUA0826,0.0,0.0,0.0
Wesley Kasper Duffy,WKD0013,42,36,40,27,34,BYP0070,0.0,61871785.0,0.0
Jaden Nicole Johnston,JNJ0556,43,45,22,33,34,TTD2873,0.0,0.0,0.0
Tarik Linus Hubbard,TLH0648,32,35,18,24,26,FGC0114,0.0,0.0,151.0
Iona Brenda Payne,IBP0883,30,25,15,11,17,ZSW2155,0.0,0.0,0.0
William Aristotle Sampson,WAS0254,43,37,16,18,35,IGP2254,0.0,0.0,1015.0
Quemby Nita Pollard,QNP0216,19,35,39,26,34,FAJ0523,42.0,0.0,147.0
Katelyn Lani Murray,KLM0639,20,15,24,40,26,HAF1891,0.0,0.0,0.0
Ariel Ina Barrett,AIB0948,42,31,27,20,31,AAP1942,0.0,0.0,0.0
Raphael Benjamin Bryan,RBB0485,40,40,35,30,26,RBP1171,0.0,0.0,0.0
Robert Zeus Cox,RZC0746,15,38,33,43,26,HIP0148,0.0,0.0,3078.0
Myles Donovan Macias,MDM0976,41,40,38,20,31,RDC0378,0.0,0.0,0.0
Xandra Briar Nielsen,XBN0229,34,16,17,40,29,QWL3474,44.0,0.0,371.0
Shaeleigh MacKenzie Harris,SMH0291,23,22,10,24,32,GHH0288,0.0,10269709.0,0.0
Mallory Charissa Dixon,MCD0125,36,26,50,22,23,DAR0709,0.0,0.0,0.0
Matthew Harper Glass,MHG0244,42,46,21,15,22,AAP1942,0.0,0.0,0.0
Robert Aristotle Stevenson,RAS0432,44,47,40,41,16,AEF2019,0.0,0.0,0.0
Emily Illana Perry,EIP0997,42,28,20,25,34,SCH3858,0.0,0.0,0.0
Elvis Marshall Walton,EMW0772,46,41,20,12,28,AYP3586,0.0,0.0,0.0
Sasha Britanney Quinn,SBQ0786,41,17,19,44,34,LTW1378,0.0,0.0,149.0
Phelan Dieter Hendricks,PDH0716,40,16,14,10,24,GCM1580,0.0,0.0,0.0
George Zachery Burch,GZB0469,46,39,22,45,28,ISB0256,0.0,0.0,0.0
Naomi Meredith Baxter,NMB0972,45,22,17,20,29,MVH0373,0.0,21144786.0,0.0
Octavia Nora Leblanc,ONL0276,48,46,17,41,20,ESA0642,0.0,29836291.0,0.0
Meghan Brianna Jensen,MBJ0312,22,45,49,12,26,ASD3348,0.0,0.0,0.0
Daphne Ruby Reilly,DRR0242,39,19,40,41,33,GJB2659,0.0,0.0,382.0
Aurora Jael Hopkins,AJH0175,19,19,16,33,37,AIH2535,0.0,0.0,0.0
Lester Quamar Pearson,LQP0508,26,44,21,40,27,DWK2099,0.0,0.0,0.0
Dante Vaughan Weber,DVW0103,40,45,44,21,29,UMF2894,29.0,0.0,366.0
Sierra Margaret Barker,SMB0804,38,10,19,36,33,WSM2798,0.0,0.0,0.0
Kylie Brielle Greer,KBG0549,16,19,37,10,32,RAW3461,0.0,0.0,0.0
Brianna Aretha Hopper,BAH0875,43,19,26,17,30,WBL2852,0.0,0.0,0.0
Shelby Lila Turner,SLT0907,16,15,43,27,27,DDG1822,0.0,0.0,0.0
Joseph Alan Vaughan,JAV0361,36,45,40,45,33,BVC0790,0.0,111749433.0,0.0
Claire Olivia Martin,COM0321,38,18,34,18,27,WSS0820,39.0,0.0,400.0
Chaim Chadwick Chang,CCC0393,35,30,40,16,26,EUH0257,0.0,0.0,0.0
Quintessa Shana Vance,QSV0778,17,23,36,35,33,BCW3480,0.0,0.0,0.0
Britanni Marah Cash,BMC0547,41,18,22,21,35,SDB0106,0.0,90911480.0,0.0
Akeem William Mayer,AWM0764,47,37,39,42,36,BWM2339,0.0,0.0,384.0
Felicia Xantha Farley,FXF0957,35,25,47,36,28,MNN1167,0.0,0.0,0.0
Sylvia Velma Sweet,SVS0871,23,15,34,28,33,HKM3016,0.0,0.0,0.0
Dexter Jamal Simon,DJS0682,22,23,36,13,30,HRL2565,0.0,0.0,0.0
Nigel Harrison Estrada,NHE0919,25,16,32,21,24,KTG0091,0.0,89553903.0,0.0
Meredith Pamela Tanner,MPT0376,19,37,41,48,35,CKP3600,0.0,0.0,65.0
Akeem Quamar Davenport,AQD0820,41,31,27,24,39,KTG0091,0.0,89553903.0,0.0
Yardley Ezra Vang,YEV0793,40,37,42,15,22,MSB2786,0.0,0.0,0.0
Zane Cadman Fields,ZCF0590,42,42,42,25,31,VMJ0546,0.0,91197460.0,0.0
Kevyn Quin Charles,KQC0708,34,18,39,42,23,MAS0025,0.0,81253079.0,0.0
Lavinia Justine Richmond,LJR0523,32,21,11,33,25,NWV0966,0.0,0.0,0.0
Caldwell Quamar Head,CQH0701,35,50,39,50,32,GVC1358,0.0,0.0,735.0
Patricia Denise Wright,PDW0259,43,32,38,36,33,KPN3783,0.0,0.0,0.0
Fitzgerald Wayne Miranda,FWM0707,50,36,35,18,34,NGC1617,0.0,0.0,0.0
Hayes Drake Stephenson,HDS0367,50,42,16,30,19,IDL2014,0.0,0.0,0.0
Jeremy Rooney Henderson,JRH0455,19,21,42,20,34,GIM0786,0.0,0.0,0.0
Stephanie Eliana Rasmussen,SER0165,20,15,24,17,27,RWN1705,0.0,0.0,0.0
Sandra Beverly Diaz,SBD0913,45,16,19,19,42,FDD1052,987.0,0.0,0.0
Jerry Kennan Fischer,JKF0465,10,37,12,17,32,KWC0004,0.0,268029239.0,0.0
Carl Ferdinand Wong,CFW0264,19,32,17,20,27,UMF2894,29.0,0.0,366.0
Basia Nevada Riggs,BNR0965,47,19,15,20,22,LQJ3060,0.0,0.0,0.0
Alice Sierra Valenzuela,ASV0946,35,12,46,17,26,MKR1339,0.0,0.0,1067.0
Kasimir Nehru Galloway,KNG0672,21,40,18,20,27,WBS1592,0.0,0.0,0.0
Nola Nerea Ayala,NNA0610,21,35,18,43,26,DCB3597,0.0,0.0,0.0
Kane Quinlan Stevenson,KQS0415,35,42,13,14,34,RLR0365,0.0,0.0,0.0
Merrill Hiram Hess,MHH0180,19,41,35,10,29,KCM1858,103.0,0.0,0.0
Eric Gray Duncan,EGD0132,37,38,33,15,22,LAP0338,0.0,42874646.0,0.0
Vladimir Thomas Todd,VTT0385,14,26,17,36,28,CFM0767,0.0,29686618.0,0.0
Anastasia Sage Griffith,ASG0692,26,40,41,23,27,APS3553,0.0,0.0,0.0
William Price Robles,WPR0368,48,34,40,17,31,BRB2143,0.0,0.0,0.0
Hu Akeem Vincent,HAV0121,46,43,38,37,27,FAW1969,0.0,0.0,0.0
Hayley Carolyn Cunningham,HCC0344,25,11,41,26,22,KJW0416,0.0,90867234.0,0.0
Ursa Britanney Frederick,UBF0645,34,20,34,23,31,TMC3659,0.0,0.0,3348.0
Todd Scott Roth,TSR0676,43,40,26,19,33,DBC1152,0.0,0.0,0.0
Nathan Kenneth Hicks,NKH0979,30,39,42,22,35,CTH2220,0.0,0.0,383.0
Sigourney Xandra Maddox,SXM0895,14,18,15,33,25,LMM3366,0.0,0.0,371.0
Kenyon Chancellor Sharpe,KCS0173,39,20,50,20,30,JJC0116,0.0,0.0,0.0
Cyrus Connor Atkinson,CCA0046,36,43,25,15,28,AJP0723,0.0,10169984.0,0.0
Priscilla Martha Vinson,PMV0850,23,39,12,42,23,RTN3680,0.0,0.0,375.0
Preston Kennan Burns,PKB0281,39,12,44,26,25,CCB0547,0.0,0.0,0.0
Martin Ivan Cooper,MIC0726,32,41,43,17,23,BON0968,0.0,0.0,0.0
Samson Denton Oconnor,SDO0170,35,47,22,45,26,JTH0719,0.0,0.0,0.0
Vincent Avram Aguirre,VAA0087,36,44,42,18,23,SMW2062,0.0,0.0,0.0
Emmanuel Lawrence Briggs,ELB0847,12,17,16,19,28,PSC1608,0.0,0.0,0.0
Sharon Britanni Kerr,SBK0161,14,27,23,41,39,WIQ0567,0.0,114997661.0,0.0
Axel Seth Lewis,ASL0378,15,15,41,21,27,AHH1966,0.0,0.0,0.0
Tobias Lucas Morin,TLM0797,43,42,34,23,36,CEL0561,0.0,90061502.0,0.0
Steel Orson Fields,SOF0808,45,40,38,22,27,CCH3489,0.0,0.0,0.0
Sybill Grace Mckay,SGM0021,41,12,26,41,33,AKC1929,0.0,0.0,0.0
Mark Yardley Dunlap,MYD0978,39,32,36,13,32,XWD0923,0.0,73693316.0,0.0
Francis Brian Armstrong,FBA0348,41,44,40,36,27,YDM1720,0.0,0.0,2836.0
August Ronan Lucas,ARL0034,41,39,27,21,26,WSS0820,39.0,0.0,400.0
Yoshio Joseph Farmer,YJF0532,40,35,23,47,26,KDC0444,0.0,0.0,3157.0
Rogan Judah Mcintyre,RJM0381,41,47,44,41,25,WKH1787,0.0,0.0,0.0
Vernon Samuel Sawyer,VSS0154,43,49,10,40,30,NAR1527,9.0,0.0,0.0
Jonah Merritt Wilder,JMW0638,43,21,30,18,30,GJO3614,0.0,0.0,0.0
Ivor Kenneth Rollins,IKR0401,40,42,24,16,29,LNR0656,0.0,30530908.0,0.0
Eden Merrill Stokes,EMS0317,15,21,44,10,31,MGM0569,0.0,0.0,0.0
Finn Tucker Medina,FTM0406,31,15,38,16,34,ICB3167,0.0,0.0,0.0
Raphael Aristotle Ray,RAR0725,32,32,25,20,35,MDM0976,0.0,110587827.0,0.0
Medge Nichole Sims,MNS0224,46,21,22,45,30,DKP0671,0.0,0.0,0.0
Winter Veda Burks,WVB0539,43,16,18,42,31,KMB1761,920.0,0.0,0.0
Steel Solomon Garrison,SSG0250,35,40,20,36,25,CLD1641,0.0,0.0,0.0
Madison Lydia Morrison,MLM0950,24,20,29,23,36,SLH0900,0.0,0.0,0.0
Harper Price Harris,HPH0075,40,42,48,25,28,DDS3149,0.0,0.0,0.0
Veda Martina Jacobson,VMJ0546,20,37,29,39,26,JGM0934,0.0,90957487.0,0.0
Nevada Leilani Ortega,NLO0131,19,13,46,40,29,VTK2978,61.0,0.0,710.0
Patricia Emily Salazar,PES0085,35,24,18,30,22,NCT3492,0.0,0.0,0.0
Otto Hedley Chase,OHC0973,42,24,42,17,35,KMS0568,0.0,0.0,0.0
Noble Merrill Fuller,NMF0780,44,38,36,20,34,RAB0455,0.0,0.0,0.0
Leo Elmo Monroe,LEM0605,46,50,40,39,26,MCS3301,0.0,0.0,0.0
Bruce Eden Clemons,BEC0505,35,21,30,19,32,LOC1446,0.0,0.0,0.0
Oliver Logan Fowler,OLF0504,41,43,20,41,31,BMM0462,918.0,0.0,990.0
Kirestin Vanna Sykes,KVS0425,20,19,21,30,35,AJG0240,35.0,0.0,87.0
Arthur Jacob Raymond,AJR0319,40,13,37,16,24,XTB3322,0.0,0.0,0.0
Diana Lillian Solis,DLS0383,10,21,12,25,24,LLG1238,0.0,0.0,0.0
Bruno Carter Robles,BCR0581,20,11,34,36,30,QSG3297,0.0,0.0,0.0
Lani Dai Beard,LDB0090,40,14,39,41,34,CMP2946,0.0,0.0,1590.0
Gwendolyn Amaya Ferrell,GAF0570,31,15,38,46,35,EMS1736,0.0,0.0,0.0
Noah Nathan Shaffer,NNS0059,42,23,48,23,25,MTS0465,1195.0,0.0,0.0
Joy Rosalyn Leblanc,JRL0574,19,26,35,47,40,SBT2281,0.0,0.0,0.0
Natalie Sheila Santiago,NSS0876,26,20,25,42,31,HZD0429,0.0,0.0,0.0
Slade Orson Burch,SOB0586,45,35,23,24,30,GOK0238,0.0,63661309.0,0.0
Dane Davis Atkins,DDA0476,36,25,39,13,39,NEW2490,0.0,0.0,0.0
Dakota Edward Brady,DEB0782,42,47,32,21,36,EJP2315,0.0,0.0,0.0
Owen Len Wheeler,OLW0689,22,25,40,35,27,LHL0309,0.0,149649878.0,0.0
MacKensie Mara Grant,MMG0943,23,27,28,34,26,ZAR2140,0.0,0.0,0.0
Reece Nicolas Lopez,RNL0695,47,41,44,19,36,WEC3721,0.0,0.0,0.0
Lacey Nomlanga Rasmussen,LNR0656,25,39,12,30,23,TDK1689,0.0,0.0,180.0
Albert Mohammad Joseph,AMJ0297,16,43,50,18,28,WGD3156,0.0,0.0,0.0
Hedwig Regina Livingston,HRL0540,43,38,17,40,18,CTB3481,0.0,0.0,3061.0
Dean Lester Figueroa,DLF0377,39,35,19,27,34,FDD3893,56.0,0.0,391.0
Madonna Veronica Hardy,MVH0373,44,19,20,21,25,FGW0853,0.0,138587908.0,0.0
Tad Patrick Hardin,TPH0474,44,39,14,21,35,CJJ1491,0.0,0.0,0.0
Kendall Ciaran Frank,KCF0045,40,39,16,27,31,GLG1573,0.0,0.0,0.0
Bryar Ivana Sweet,BIS0247,36,19,18,39,37,GEB3079,0.0,0.0,0.0
Mona Susan Shannon,MSS0001,21,44,24,45,19,SCH3858,0.0,0.0,0.0
Edward Finn Stokes,EFS0882,40,40,47,25,27,GHT3177,0.0,0.0,0.0
Noelani Wynter Kennedy,NWK0215,21,19,45,18,24,JCV0245,0.0,91925529.0,0.0
Philip Nathan Logan,PNL0301,50,43,30,43,31,JMC2911,0.0,0.0,0.0
Colin Stuart Holloway,CSH0626,33,17,41,18,23,MLD0755,0.0,151702007.0,0.0
Beau Hall Watts,BHW0458,36,32,28,30,29,DRB1780,0.0,0.0,0.0
Sonya Samantha Hahn,SSH0799,23,18,31,31,40,AAC3270,0.0,0.0,0.0
Astra Nicole Maldonado,ANM0123,22,15,16,21,26,CCF3529,7.0,0.0,3070.0
Carla Amelia Shannon,CAS0507,14,46,33,11,25,BNG0237,0.0,89899120.0,0.0
Denise Ifeoma Doyle,DID0650,45,21,17,42,21,CTJ0669,0.0,0.0,0.0
Kirby Amity Tyson,KAT0270,21,24,39,23,27,KEF0629,51.0,0.0,265.0
Tara Echo Myers,TEM0977,22,19,40,45,29,RWS3699,24.0,0.0,3514.0
Salvador Herman Raymond,SHR0334,36,41,45,19,31,ZHB1392,0.0,0.0,0.0
Jenna Darrel Charles,JDC0030,31,18,19,21,26,CWP1829,0.0,0.0,0.0
Colt Kendall Perez,CKP0721,40,39,39,13,32,ONL0276,0.0,90395281.0,0.0
Herman Ian Abbott,HIA0414,38,39,39,18,31,RMB0885,0.0,0.0,0.0
Hakeem Stephen Peck,HSP0290,38,15,28,20,27,KCH2475,84.0,0.0,0.0
Howard Raphael Weiss,HRW0550,38,34,24,22,28,BJP0186,0.0,0.0,0.0
Kaye Brianna Blair,KBB0189,49,23,16,33,30,TCG1262,0.0,0.0,0.0
Cain Byron Baldwin,CBB0365,37,17,20,41,33,THG3271,0.0,0.0,0.0
Diana Leigh Hays,DLH0029,36,26,38,18,31,KKB2094,0.0,0.0,0.0
Nora Regina Oconnor,NRO0768,18,18,41,25,36,FBM2755,0.0,0.0,0.0
Nehru Wyatt Tate,NWT0098,35,39,26,36,33,JFC0557,0.0,90844169.0,0.0
Quincy Preston Moses,QPM0727,43,40,18,34,34,RHA3613,0.0,0.0,0.0
Kessie Vielka Trevino,KVT0028,44,20,35,19,37,HLS2098,0.0,0.0,0.0
Lamar Francis Scott,LFS0071,48,31,14,17,25,JGR3914,0.0,0.0,132.0
Wing Noah Bonner,WNB0908,38,38,38,22,23,BCG1029,0.0,0.0,0.0
Patience Audrey Douglas,PAD0773,36,21,14,16,38,AMB3100,0.0,0.0,173.0
Bert Jason Henderson,BJH0354,22,21,31,20,36,CRC0348,65.0,0.0,0.0
Oscar Nolan Wooten,ONW0083,46,30,25,30,26,PDW0259,0.0,89883024.0,0.0
Sarah Susan Jarvis,SSJ0784,19,39,12,45,34,EWA1486,0.0,0.0,0.0
Kyla Jocelyn Porter,KJP0371,36,21,25,15,30,WAH3836,0.0,0.0,0.0
Isabelle Maggie Benjamin,IMB0481,19,41,38,43,38,JFB2168,0.0,0.0,0.0
Britanney Quail Snyder,BQS0525,42,38,19,45,30,PRH2431,935.0,0.0,0.0
Beck Troy Richards,BTR0403,47,47,21,17,28,GJS0494,0.0,0.0,0.0
Declan Lester Moss,DLM0051,37,37,17,20,35,KJM0887,0.0,30389408.0,0.0
Addison Hiram Morrow,AHM0410,34,43,15,18,26,ATF3708,0.0,0.0,0.0
Carter Harrison Maldonado,CHM0821,48,11,39,19,23,CRH3848,0.0,0.0,0.0
Jocelyn Bree Mccray,JBM0350,37,21,12,45,25,ABP2917,0.0,0.0,484.0
Joseph Raja Gaines,JRG0207,42,37,40,21,27,MSS0001,0.0,361399921.0,0.0
Prescott Laith Harding,PLH0862,32,37,25,16,32,POD0750,0.0,0.0,0.0
Reed Chaim Perkins,RCP0785,42,38,43,30,32,CFG0959,0.0,10301824.0,0.0
Neve Sarah Crane,NSC0597,19,13,11,44,31,HKR2901,0.0,0.0,0.0
Ayanna Vivian Murray,AVM0947,10,25,30,44,39,ERC1840,0.0,0.0,0.0
Molly Sacha Zimmerman,MSZ0310,24,38,18,31,29,NSW0122,0.0,0.0,0.0
Stewart Dale Berger,SDB0106,35,46,26,27,37,MMB2285,0.0,0.0,0.0
Hakeem Arden Curry,HAC0282,37,32,38,12,28,VCY0751,0.0,150427573.0,0.0
Hadley Sonya Bowen,HSB0196,44,13,43,30,33,ASD3348,0.0,0.0,0.0
Ayanna Sylvia Blankenship,ASB0796,30,40,23,38,34,BRM0843,0.0,0.0,0.0
Wynter Rose Mercer,WRM0963,17,23,43,31,22,NMP3872,0.0,0.0,0.0
Brianna Rebecca Mcintyre,BRM0995,20,11,32,26,40,SBJ3628,0.0,0.0,0.0
Sebastian Elliott Sexton,SES0477,38,40,13,39,29,LAF0991,0.0,90806263.0,0.0
Jerry Tad Mccall,JTM0223,35,48,20,21,30,NRO0768,0.0,28200099.0,0.0
Ria Neve Flores,RNF0765,41,22,37,41,25,JCC2287,0.0,0.0,0.0
Graiden Nehru Zimmerman,GNZ0953,26,18,26,36,29,TRK0914,0.0,90112306.0,0.0
Hadassah Riley Baker,HRB0351,19,12,43,42,36,LHB3089,0.0,0.0,0.0
Zia Shelley Blankenship,ZSB0649,23,25,36,14,26,WLL1133,0.0,0.0,0.0
Axel Donovan Compton,ADC0391,50,43,40,33,38,WBM1045,940.0,0.0,0.0
Penelope Montana Colon,PMC0328,20,43,10,36,33,NWV0966,0.0,0.0,0.0
Idola Lana Jarvis,ILJ0526,33,50,23,46,25,AID2774,0.0,0.0,0.0
Amaya Noelle Terrell,ANT0430,12,19,23,48,31,BDW1459,0.0,0.0,0.0
Dean Flynn Hines,DFH0188,35,40,18,38,24,FPL3129,0.0,0.0,0.0
Lee Lacey Velez,LLV0602,36,10,36,37,33,FCY1819,0.0,0.0,0.0
Grace Charde Roth,GCR0554,16,16,41,23,37,GTL3389,0.0,0.0,0.0
Samson Jeremy Ortega,SJO0209,39,45,18,39,35,KGF2552,42.0,0.0,0.0
Nadine Gay Cross,NGC0058,44,45,39,15,27,SFC2336,80.0,0.0,0.0
Yolanda Idona Crosby,YIC0195,18,49,19,40,31,ZOO1613,0.0,0.0,0.0
Eden Deborah Ball,EDB0714,21,23,35,26,29,SSL2271,0.0,0.0,1080.0
Lacota Hilda Lindsey,LHL0309,19,34,27,46,37,KND0529,0.0,0.0,0.0
Heather Fredericka Baird,HFB0347,34,20,30,30,27,FRB3653,0.0,0.0,670.0
Elton Jonas Williamson,EJW0884,46,20,32,26,31,RMP3510,0.0,0.0,0.0
Cathleen Risa Oneal,CRO0027,19,30,28,46,26,AUA0826,0.0,0.0,0.0
Halee Keiko Rhodes,HKR0628,21,16,17,16,25,DAB3255,0.0,0.0,0.0
Grant Tyrone Doyle,GTD0116,43,19,45,20,31,YKW3832,114.0,0.0,4274.0
Daryl Skyler Brock,DSB0731,26,15,40,43,30,SCD3192,0.0,0.0,0.0
Clio Ocean Faulkner,COF0120,14,12,38,13,35,MDG0019,0.0,0.0,3079.0
Hope Dawn Jensen,HDJ0446,18,17,45,27,35,WTF0449,0.0,0.0,0.0
Cedric Herrod Gilliam,CHG0146,40,20,39,19,35,DLM2440,863.0,0.0,985.0
Aline Iris Hurst,AIH0675,25,39,38,40,37,LMF0980,0.0,111378922.0,0.0
Troy Nicolas Molina,TNM0961,37,50,39,17,32,OEJ1648,88.0,0.0,147.0
Aaron Porter Gutierrez,APG0307,43,39,36,43,22,AOM1457,0.0,0.0,394.0
Roth Hu Conner,RHC0335,36,35,40,46,25,AGE1244,0.0,0.0,0.0
Chastity Quyn Wilkerson,CQW0652,10,22,48,20,33,ALS2596,0.0,0.0,0.0
Honorato John Sloan,HJS0072,44,42,19,19,31,GPB2691,0.0,0.0,0.0
